pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa21,cty,ced,laua,ward,nhser,ctry,rgn,pcon,ttwa,itl,npark,lsoa21,msoa21,wz11,sicbl,bua22,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,icb
AB1 1BE,AB1  1BE,AB1 1BE,199205,199606,0,394008,806055,1,S00090584,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006588,S02001250,S34000042,S03000012,S99999999,1,2B1,57.145345,-2.100656,S99999999,,S23000009,3265,S99999999
AB1 1BH,AB1  1BH,AB1 1BH,198001,199606,0,394146,806807,1,S00090537,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003076,S03000012,S99999999,1,7B1,57.152102,-2.098393,S99999999,,S23000009,2962,S99999999
AB1 1BJ,AB1  1BJ,AB1 1BJ,197308,197705,0,394140,806830,8,S00090537,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003076,S03000012,S99999999,1,7B1,57.152309,-2.098493,S99999999,,S23000009,2962,S99999999
AB1 1BL,AB1  1BL,AB1 1BL,197308,198504,0,394140,806340,8,S00088986,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006586,S02001249,S34000004,S03000012,S99999999,1,2B1,57.147907,-2.098481,S99999999,,S23000009,3228,S99999999
AB1 1BN,AB1  1BN,AB1 1BN,197308,199512,0,394050,806470,8,S00090540,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34000028,S03000012,S99999999,1,2B1,57.149073,-2.099972,S99999999,,S23000009,3888,S99999999
AB1 1BP,AB1  1BP,AB1 1BP,197308,199210,0,394000,806560,8,S00090540,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34000028,S03000012,S99999999,1,2B1,57.149881,-2.100801,S99999999,,S23000009,3888,S99999999
AB1 1BQ,AB1  1BQ,AB1 1BQ,198001,199606,0,393962,806633,1,S00090538,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003080,S03000012,S99999999,1,2B1,57.150537,-2.10143,S99999999,,S23000009,3888,S99999999
AB1 1BR,AB1  1BR,AB1 1BR,198001,199606,0,393955,806664,1,S00090538,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003080,S03000012,S99999999,1,2B1,57.150815,-2.101547,S99999999,,S23000009,3888,S99999999
AB1 1BS,AB1  1BS,AB1 1BS,198001,199606,0,393925,806670,1,S00088995,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006648,S02001261,S34003080,S03000012,S99999999,1,2B1,57.150868,-2.102043,S99999999,,S23000009,3506,S99999999
AB1 1BT,AB1  1BT,AB1 1BT,198001,199606,0,393932,806746,1,S00090538,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003080,S03000012,S99999999,1,2B1,57.151551,-2.101929,S99999999,,S23000009,3888,S99999999
AB1 1BU,AB1  1BU,AB1 1BU,198001,199606,0,394105,806708,1,S00090541,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003076,S03000012,S99999999,1,2B1,57.151212,-2.099069,S99999999,,S23000009,3888,S99999999
AB1 1BX,AB1  1BX,AB1 1BX,199402,199606,0,393905,806760,1,S00090538,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003080,S03000012,S99999999,1,2B1,57.151677,-2.102376,S99999999,,S23000009,3888,S99999999
AB1 1BY,AB1  1BY,AB1 1BY,199107,199606,0,394119,806652,1,S00090539,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003034,S03000012,S99999999,1,2C2,57.150709,-2.098836,S99999999,,S23000009,2962,S99999999
AB1 1BZ,AB1  1BZ,AB1 1BZ,199012,199606,0,393955,806664,1,S00090538,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003080,S03000012,S99999999,1,2B1,57.150815,-2.101547,S99999999,,S23000009,3888,S99999999
AB1 1DA,AB1  1DA,AB1 1DA,197308,199512,0,394140,806550,8,S00090540,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34000028,S03000012,S99999999,1,2B1,57.149793,-2.098486,S99999999,,S23000009,3888,S99999999
AB1 1DB,AB1  1DB,AB1 1DB,197308,199512,0,394100,806560,8,S00090540,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34000028,S03000012,S99999999,1,2B1,57.149883,-2.099148,S99999999,,S23000009,3888,S99999999
AB1 1DD,AB1  1DD,AB1 1DD,198001,199606,0,393987,806503,1,S00090523,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006648,S02001261,S34003052,S03000012,S99999999,1,2B1,57.149369,-2.101014,S99999999,,S23000009,3506,S99999999
AB1 1DE,AB1  1DE,AB1 1DE,199205,199606,0,394047,806641,1,S00090538,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003080,S03000012,S99999999,1,2B1,57.15061,-2.100026,S99999999,,S23000009,3888,S99999999
AB1 1DF,AB1  1DF,AB1 1DF,198001,199606,0,394064,806668,1,S00090541,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003076,S03000012,S99999999,1,2B1,57.150852,-2.099745,S99999999,,S23000009,3888,S99999999
AB1 1DG,AB1  1DG,AB1 1DG,198407,199606,0,393870,806843,1,S00088991,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003076,S03000012,S99999999,1,2B1,57.152422,-2.102956,S99999999,,S23000009,3888,S99999999
AB1 1DH,AB1  1DH,AB1 1DH,198001,199606,0,393995,806664,1,S00090538,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003080,S03000012,S99999999,1,2B1,57.150815,-2.100886,S99999999,,S23000009,3888,S99999999
AB1 1DJ,AB1  1DJ,AB1 1DJ,197308,199201,0,393950,806820,8,S00088992,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003076,S03000012,S99999999,1,2B2,57.152216,-2.101633,S99999999,,S23000009,3888,S99999999
AB1 1DL,AB1  1DL,AB1 1DL,199103,199606,0,394099,806615,1,S00090539,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003034,S03000012,S99999999,1,2C2,57.150377,-2.099166,S99999999,,S23000009,2962,S99999999
AB1 1DN,AB1  1DN,AB1 1DN,198001,199606,0,393940,806880,8,S00088992,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003076,S03000012,S99999999,1,2B2,57.152755,-2.1018,S99999999,,S23000009,3888,S99999999
AB1 1DP,AB1  1DP,AB1 1DP,198001,199606,0,394080,806933,1,S00090534,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003115,S03000012,S99999999,1,7B1,57.153233,-2.099487,S99999999,,S23000009,2962,S99999999
AB1 1DQ,AB1  1DQ,AB1 1DQ,198001,199606,0,394124,806858,1,S00090535,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003115,S03000012,S99999999,1,7B1,57.15256,-2.098758,S99999999,,S23000009,2962,S99999999
AB1 1DR,AB1  1DR,AB1 1DR,198001,199606,0,394124,806858,1,S00090535,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003115,S03000012,S99999999,1,7B1,57.15256,-2.098758,S99999999,,S23000009,2962,S99999999
AB1 1DS,AB1  1DS,AB1 1DS,198001,199606,0,394124,806858,1,S00090535,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003115,S03000012,S99999999,1,7B1,57.15256,-2.098758,S99999999,,S23000009,2962,S99999999
AB1 1DT,AB1  1DT,AB1 1DT,198001,199606,0,394105,806884,1,S00090534,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003115,S03000012,S99999999,1,7B1,57.152793,-2.099073,S99999999,,S23000009,2962,S99999999
AB1 1DU,AB1  1DU,AB1 1DU,198001,199606,0,394146,806807,1,S00090537,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003076,S03000012,S99999999,1,7B1,57.152102,-2.098393,S99999999,,S23000009,2962,S99999999
AB1 1DW,AB1  1DW,AB1 1DW,199210,199606,0,394182,806588,1,S00090539,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003034,S03000012,S99999999,1,2C2,57.150135,-2.097793,S99999999,,S23000009,2962,S99999999
AB1 1DX,AB1  1DX,AB1 1DX,198001,199606,0,394126,806749,1,S00088996,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003076,S03000012,S99999999,1,3C2,57.151581,-2.098723,S99999999,,S23000009,2962,S99999999
AB1 1DY,AB1  1DY,AB1 1DY,198001,199606,0,394188,806776,1,S00088996,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003076,S03000012,S99999999,1,3C2,57.151824,-2.097699,S99999999,,S23000009,2962,S99999999
AB1 1DZ,AB1  1DZ,AB1 1DZ,199405,199606,0,393938,806848,1,S00088992,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003076,S03000012,S99999999,1,2B2,57.152468,-2.101832,S99999999,,S23000009,3888,S99999999
AB1 1EA,AB1  1EA,AB1 1EA,198001,199606,0,394194,806726,1,S00090539,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003034,S03000012,S99999999,1,2C2,57.151375,-2.097598,S99999999,,S23000009,2962,S99999999
AB1 1EB,AB1  1EB,AB1 1EB,198001,199606,0,394163,806536,1,S00090540,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34000028,S03000012,S99999999,1,2B1,57.149668,-2.098106,S99999999,,S23000009,3888,S99999999
AB1 1ED,AB1  1ED,AB1 1ED,198001,199606,0,393842,806752,1,S00088990,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006648,S02001261,S34003052,S03000012,S99999999,1,2B1,57.151604,-2.103417,S99999999,,S23000009,3506,S99999999
AB1 1EE,AB1  1EE,AB1 1EE,198001,199606,0,393768,806862,1,S00090330,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006648,S02001261,S34002979,S03000012,S99999999,1,2C2,57.152591,-2.104643,S99999999,,S23000009,3506,S99999999
AB1 1EF,AB1  1EF,AB1 1EF,198001,199606,0,393758,806880,1,S00090330,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006648,S02001261,S34002979,S03000012,S99999999,1,2C2,57.152753,-2.104808,S99999999,,S23000009,3506,S99999999
AB1 1EG,AB1  1EG,AB1 1EG,198001,199606,0,393858,806991,1,S00090528,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34003115,S03000012,S99999999,1,7B1,57.153751,-2.103158,S99999999,,S23000009,1007,S99999999
AB1 1EH,AB1  1EH,AB1 1EH,198001,199606,0,393807,806771,1,S00088990,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006648,S02001261,S34003052,S03000012,S99999999,1,2B1,57.151774,-2.103996,S99999999,,S23000009,3506,S99999999
AB1 1EJ,AB1  1EJ,AB1 1EJ,198001,199606,0,393776,806750,1,S00090526,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006648,S02001261,S34003052,S03000012,S99999999,1,2B1,57.151585,-2.104508,S99999999,,S23000009,3506,S99999999
AB1 1EL,AB1  1EL,AB1 1EL,198001,199606,0,393787,806785,1,S00090526,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006648,S02001261,S34003052,S03000012,S99999999,1,2B1,57.1519,-2.104327,S99999999,,S23000009,3506,S99999999
AB1 1EN,AB1  1EN,AB1 1EN,198001,199606,0,393747,806760,1,S00090526,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006648,S02001261,S34003052,S03000012,S99999999,1,2B1,57.151674,-2.104987,S99999999,,S23000009,3506,S99999999
AB1 1EP,AB1  1EP,AB1 1EP,198001,199606,0,393809,806804,1,S00088990,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006648,S02001261,S34003052,S03000012,S99999999,1,2B1,57.152071,-2.103963,S99999999,,S23000009,3506,S99999999
AB1 1EQ,AB1  1EQ,AB1 1EQ,198001,199606,0,393731,806917,1,S00090332,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34002979,S03000012,S99999999,1,2C2,57.153085,-2.105256,S99999999,,S23000009,1007,S99999999
AB1 1ER,AB1  1ER,AB1 1ER,198001,199606,0,393703,806975,1,S00090332,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34002979,S03000012,S99999999,1,2C2,57.153605,-2.10572,S99999999,,S23000009,1007,S99999999
AB1 1ES,AB1  1ES,AB1 1ES,197705,198011,0,393690,806990,8,S00090332,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34002979,S03000012,S99999999,1,2C2,57.15374,-2.105935,S99999999,,S23000009,1007,S99999999
AB1 1ET,AB1  1ET,AB1 1ET,197308,198011,0,393960,807010,8,S00090322,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006652,S02001261,S34003132,S03000012,S99999999,1,2B1,57.153923,-2.101473,S99999999,,S23000009,5477,S99999999
AB1 1EU,AB1  1EU,AB1 1EU,198001,199606,0,393750,806948,1,S00090332,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34002979,S03000012,S99999999,1,2C2,57.153363,-2.104942,S99999999,,S23000009,1007,S99999999
AB1 1EW,AB1  1EW,AB1 1EW,198001,199606,0,393858,806991,1,S00090528,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34003115,S03000012,S99999999,1,7B1,57.153751,-2.103158,S99999999,,S23000009,1007,S99999999
AB1 1EX,AB1  1EX,AB1 1EX,198001,199606,0,393839,806883,1,S00088992,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003076,S03000012,S99999999,1,2B2,57.152781,-2.10347,S99999999,,S23000009,3888,S99999999
AB1 1EY,AB1  1EY,AB1 1EY,198001,199606,0,393810,806876,1,S00090530,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34002979,S03000012,S99999999,1,2C2,57.152717,-2.103949,S99999999,,S23000009,1007,S99999999
AB1 1EZ,AB1  1EZ,AB1 1EZ,198001,199606,0,393858,806991,1,S00090528,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34003115,S03000012,S99999999,1,7B1,57.153751,-2.103158,S99999999,,S23000009,1007,S99999999
AB1 1FA,AB1  1FA,AB1 1FA,198001,199606,0,393865,806949,1,S00090532,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34003115,S03000012,S99999999,1,7B1,57.153374,-2.103042,S99999999,,S23000009,1007,S99999999
AB1 1FB,AB1  1FB,AB1 1FB,198001,199606,0,393865,806949,1,S00090532,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34003115,S03000012,S99999999,1,7B1,57.153374,-2.103042,S99999999,,S23000009,1007,S99999999
AB1 1FD,AB1  1FD,AB1 1FD,198001,199606,0,393865,806949,1,S00090532,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34003115,S03000012,S99999999,1,7B1,57.153374,-2.103042,S99999999,,S23000009,1007,S99999999
AB1 1FE,AB1  1FE,AB1 1FE,198003,199606,0,393816,806909,1,S00090530,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34002979,S03000012,S99999999,1,2C2,57.153014,-2.10385,S99999999,,S23000009,1007,S99999999
AB1 1FF,AB1  1FF,AB1 1FF,199006,199606,0,394230,806530,8,S00090540,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34000028,S03000012,S99999999,1,2B1,57.149615,-2.096999,S99999999,,S23000009,3888,S99999999
AB1 1FG,AB1  1FG,AB1 1FG,199210,199606,0,394210,806570,8,S00090540,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34000028,S03000012,S99999999,1,2B1,57.149974,-2.09733,S99999999,,S23000009,3888,S99999999
AB1 1FH,AB1  1FH,AB1 1FH,199210,199606,0,394250,806610,8,S00088994,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006647,S02001261,S34003034,S03000012,S99999999,1,2B1,57.150334,-2.09667,S99999999,,S23000009,2962,S99999999
AB1 1HA,AB1  1HA,AB1 1HA,198001,199606,0,393937,806940,1,S00090531,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34003115,S03000012,S99999999,1,3C1,57.153294,-2.101851,S99999999,,S23000009,1007,S99999999
AB1 1HB,AB1  1HB,AB1 1HB,197308,198003,0,393930,806940,8,S00090531,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34003115,S03000012,S99999999,1,3C1,57.153294,-2.101967,S99999999,,S23000009,1007,S99999999
AB1 1HD,AB1  1HD,AB1 1HD,198001,199606,0,393773,806926,1,S00090332,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34002979,S03000012,S99999999,1,2C2,57.153166,-2.104562,S99999999,,S23000009,1007,S99999999
AB1 1HE,AB1  1HE,AB1 1HE,198001,199606,0,394138,806275,1,S00088986,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006586,S02001249,S34000003,S03000012,S99999999,1,2B1,57.147323,-2.098513,S99999999,,S23000009,3228,S99999999
AB1 1HF,AB1  1HF,AB1 1HF,198001,199606,0,394119,806227,1,S00088986,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006586,S02001249,S34000003,S03000012,S99999999,1,2B1,57.146891,-2.098826,S99999999,,S23000009,3228,S99999999
AB1 1HG,AB1  1HG,AB1 1HG,199402,199606,0,393798,806575,1,S00090523,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006648,S02001261,S34003052,S03000012,S99999999,1,2B1,57.150013,-2.104139,S99999999,,S23000009,3506,S99999999
AB1 1HH,AB1  1HH,AB1 1HH,199512,199512,0,394158,806233,1,S00088986,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006586,S02001249,S34000003,S03000012,S99999999,1,2B1,57.146946,-2.098181,S99999999,,S23000009,3228,S99999999
AB1 1HJ,AB1  1HJ,AB1 1HJ,198001,199606,0,393793,806865,1,S00090530,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34002979,S03000012,S99999999,1,2C2,57.152618,-2.104229,S99999999,,S23000009,1007,S99999999
AB1 1HL,AB1  1HL,AB1 1HL,198001,199606,0,393829,806806,1,S00088991,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003076,S03000012,S99999999,1,2B1,57.152089,-2.103633,S99999999,,S23000009,3888,S99999999
AB1 1HN,AB1  1HN,AB1 1HN,198001,199606,0,393865,806747,1,S00090538,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34003080,S03000012,S99999999,1,2B1,57.151559,-2.103036,S99999999,,S23000009,3888,S99999999
AB1 1HP,AB1  1HP,AB1 1HP,197308,199606,0,394118,806244,1,S00088986,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006586,S02001249,S34000003,S03000012,S99999999,1,2B1,57.147044,-2.098843,S99999999,,S23000009,3228,S99999999
AB1 1HQ,AB1  1HQ,AB1 1HQ,197308,198504,0,394110,806330,8,S00088986,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006586,S02001249,S34000004,S03000012,S99999999,1,2B1,57.147817,-2.098977,S99999999,,S23000009,3228,S99999999
AB1 1HR,AB1  1HR,AB1 1HR,197308,199512,1,393937,806940,8,S00090531,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006645,S02001261,S34003115,S03000012,S99999999,1,3C1,57.153294,-2.101851,S99999999,,S23000009,1007,S99999999
AB1 1HS,AB1  1HS,AB1 1HS,197308,199512,0,394020,806480,8,S00090540,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34000028,S03000012,S99999999,1,2B1,57.149163,-2.100468,S99999999,,S23000009,3888,S99999999
AB1 1HT,AB1  1HT,AB1 1HT,197308,199201,0,393970,806500,8,S00090523,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006648,S02001261,S34003052,S03000012,S99999999,1,2B1,57.149342,-2.101295,S99999999,,S23000009,3506,S99999999
AB1 1HU,AB1  1HU,AB1 1HU,198001,199606,0,393941,806550,1,S00090523,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006648,S02001261,S34003052,S03000012,S99999999,1,2B1,57.149791,-2.101775,S99999999,,S23000009,3506,S99999999
AB1 1HW,AB1  1HW,AB1 1HW,198605,199606,0,394169,806326,1,S00090540,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006646,S02001261,S34000028,S03000012,S99999999,1,2B1,57.147781,-2.098002,S99999999,,S23000009,3888,S99999999
AB1 1HX,AB1  1HX,AB1 1HX,198001,199606,0,393916,806616,1,S00088995,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006648,S02001261,S34003080,S03000012,S99999999,1,2B1,57.150383,-2.10219,S99999999,,S23000009,3506,S99999999
AB1 1HY,AB1  1HY,AB1 1HY,198001,199606,0,393902,806660,1,S00088989,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006648,S02001261,S34003080,S03000012,S99999999,1,2B1,57.150778,-2.102423,S99999999,,S23000009,3506,S99999999
