LocationId,OrganisationID,LocationPostCode_clean
80ff94da-c8a9-4184-b3b2-73ef0502ca49,1f6c5a43-5e34-4159-b474-8e6b04a7cdcc,BH257AG
34f97d2b-91c7-4654-9ad9-e4271cfb8116,4ff124e3-ae83-49f8-b681-2167377b9bb7,BN36HN
c00d8bbd-229b-4dda-8bb7-9b3191a7eb8c,c0c3feb9-ec23-4308-a918-86ad79a1f37d,SG52EN
62ca2b33-9de6-4f84-82be-5a31e3cabe9a,32a22420-db41-43bf-921b-04c235acbb5a,SR29DJ
15a9fc06-409a-4844-86e9-d829eecb79df,ca7900ac-09e6-452d-a21c-ad99361e1912,NG36BB
b9eb96e2-1b85-4e9c-a186-01e67766eb6d,bdbc4693-4d98-4d96-b9a3-4dc0162818f4,ST150HG
e2a81328-10ca-4190-9754-5ba3f687e92c,0e7b8814-4456-483d-b195-157492d289c6,IP121EN
cd428298-fc0c-4a11-87b8-c0d25a0aa218,470775e7-0b64-46df-a671-07ccd30bb9a0,RH191PZ
37488fda-c434-4276-928b-2a0de25d5b5e,19ab850f-9def-4566-8e77-842fbafc464f,BL21JF
0ab0b76f-efb0-4bfe-9a19-99c78352d8c9,5dab7dbe-7983-40cb-9ec5-b57ced568fac,KT205SD
d5172a28-3721-4975-a50b-8fb897a33942,0131c8ce-6d0b-4888-a420-5adf3e08990f,SO517NU
4797d301-bae7-4885-b26e-8d0d197168a7,e3805d41-51d0-4277-8375-f3c1b8899b43,DD53UP
570eeb0b-1a15-4c93-8475-b41b5f5d45af,41a7690e-4e3a-40af-9e17-d621f15bb7a8,NG117FB
63fb03e7-3cb6-46b4-9f24-94aff5669c4e,8cb02c14-4c75-47df-abea-a7715cbf234b,HU178XE
89523731-9f3c-497d-9c1f-65bc35264939,c8377795-2a9c-44bc-8947-48ce6f52b533,YO611TB
7b3032ed-1b50-4b38-90a5-bff31fc96c6d,214ab3f7-6b6b-4467-a5b2-20a0745839b5,RM141AF
142e48a9-3a34-4433-9181-0bc2bdfcabfd,8b64eb03-47f0-4fd5-a0e6-318408d7b797,NP79LQ
f0d0bd9f-eb74-47eb-89e7-51c3de9b928a,bd6e72f9-37f3-47c5-96ec-e6a6f463132a,L231UB
a768f7d0-415d-4020-84cb-f15cd0c348c0,9955fbee-4168-4a1c-b4a6-dd9aeae04a85,B449AL
6f68ee76-0737-4068-832b-be63b6f3704c,ca4daf40-c6eb-4ec3-be6e-0f108942dc64,IP215BX
559ef3b9-3aa6-4921-83ae-267a7caaccc9,50085a88-328a-4ff8-a385-4ab463597b34,LA167JD
0ce541cc-a56b-4ff5-8a73-e008cabfe5d5,a6e3b390-2e1e-4203-a0a8-973f9221b408,WA46BZ
ff3b2935-1d9d-44ff-8515-d7c88059d271,6d25fe7d-5e02-4ffd-b328-ee21522d4fff,BN265HB
6c12db08-e2e1-4174-b2da-65e9a2dcc878,ac5d475e-0f23-4ea7-87ae-a67bbbc4e8fd,TD90JT
9c6a1c0a-da47-414b-9718-4e4e06092295,26058464-ff9c-4708-9746-1e8c6adc9140,GU169NP
3837dd2f-2273-4ccf-9a20-3ccecd99f838,174f8be8-948d-4910-aab9-2a06c1d14800,PO89LN
8e69c8ee-a0a1-4a89-8af5-1c4036b73d6f,3eefd529-51ec-4929-8955-36731d84fbfe,OL127PB
25098d40-6fb4-4ea1-8fee-70122cfcb100,b3eb0b85-03d2-451b-b22d-0f2837711161,DA125EY
54e90bfc-e5ed-47ce-942c-3ca1224b6471,7c68afee-9f31-473d-a11f-604d118a21e4,CV82EQ
eb304d37-89fb-4970-8373-0b7733c08a51,43ae1eca-1304-4f6d-bc01-e7583212644c,LU54QT
6f36431a-567f-4811-908c-f35a7e2ebd3f,4cc2c167-98fa-439b-a276-a4dc4ee81fd4,SN14GB
d0a204ff-0909-4e62-bf41-9f12c2bc339c,bd6e72f9-37f3-47c5-96ec-e6a6f463132a,WF33QQ
d6b6b0e1-980d-4f09-b9ce-51f9e03c815b,851d1549-6dd7-4aa3-aeb1-fb4f699f5546,CT67NE
c525a59f-7141-4f82-b164-7f5b07f89115,c460bfe1-eef5-4180-9044-12195430cf76,L313FA
4d8c8139-740f-4a73-9ad5-c436e72d1a97,f1652baa-4a4a-4479-9918-207553c503ed,GU146QN
159c4ecb-7cce-4dce-9579-68d7dcefc4bf,52b05c74-47ec-49bc-a26e-202ce7e1463c,ME23DE
9be1d75f-9352-49e3-ae77-c8feb83fd936,318eddb1-dcf8-4a7f-b6e9-781100f3dd96,WN80SZ
662bc7fb-1390-4fec-9dcd-feda1aca4261,bd6e72f9-37f3-47c5-96ec-e6a6f463132a,WV149HN
441ca694-86ef-49bd-99c7-3057c9bc7a98,351e396c-7981-429f-81fa-c70ef97f9fc4,ST135LF
64a79ce5-006a-42f2-ac16-736daa0040f9,75b89daf-67b0-4d26-8af6-1fcea09696c2,LE52HT
6dab34c9-a2d0-4045-abb7-582f973886ae,69bc11ef-8d3a-4a24-be79-30222e8795c2,TQ12NE
4938af1a-170f-434e-a194-a5f7922a6da8,ca4daf40-c6eb-4ec3-be6e-0f108942dc64,IP91AX
