LocationId,OrganisationID,LocationPostCode_clean
e4b68000-d5d1-4917-b1ad-b58afebadf1c,13df52eb-c61d-48c9-968f-b99845c11fe5,PH263JQ
c0259ee8-e9e1-48b1-86d3-af25544c5a19,c94e6850-c754-473e-985a-29169d71b602,KT27LX
09698ea8-9d40-4aee-8608-b9b07b39ae1e,ed16f2db-cd29-4944-8357-f029bda1938b,WF128NJ
386235b6-54c5-407e-916a-935c08ecce65,07b2aafe-cb44-44a5-add9-29eb579f8a73,CO30PG
6ed76cde-950d-4d7c-9992-160356c14f88,e2b2cac7-5edd-428a-b892-8f510c6a43b6,SG138EG
286abfc5-49d5-4ed7-ba31-8e741426d7ca,e2b2cac7-5edd-428a-b892-8f510c6a43b6,KT185XA
49203fe7-0ff6-4b30-8c57-0cd5324ae133,c931ea83-7b27-4812-94b1-fd327b05c8e7,SE63AU
8bdad56e-ce03-4ebd-a538-d69b5c138bfd,286f281e-f48b-4b88-a948-60bf9d9d35aa,WF120JZ
9280249d-cabe-43b4-8c30-46643d4142a7,f63863e6-e15a-4d7c-bd2e-c05369d5bac7,CH21LY
3ba94f91-df8c-431a-b4ba-3aea00801056,48638a08-459f-4d54-80f5-5b6b49debb5f,M401QQ
691d6f03-2d41-4a88-b74d-9e1b5322681e,7162ff50-b7bf-4819-9065-0d1cf02a03c0,FY78RW
1a7fdd42-dec4-4669-bce4-5ff30efb6968,3344e559-2b16-4f71-816b-a48fd5a4b3c2,LE33PF
c0a86627-d5a1-4b51-85c6-ff031d122dc3,bd6e72f9-37f3-47c5-96ec-e6a6f463132a,WA53JS
50f64f12-643c-4c2f-9675-3464254123ec,a97c8f2b-4ba3-4b18-b77b-dce09488ed4e,DL94LJ
03ae6965-6f0e-4feb-89f1-e416cd1562d1,1e345e0f-3bf5-4a0f-9752-f220f8125da4,RH163EG
c0f53855-aaa8-4bca-a5be-d861afcbb2b9,051f4538-5908-4683-9f77-73067ffb3b6d,B240BE
0992588e-87cb-447e-b102-2acda29417cf,b3eb0b85-03d2-451b-b22d-0f2837711161,ME123PX
982ecda4-5790-4e01-af21-a1b5d8cab794,17e082ae-7f8b-4b9b-a0ef-d6a62642acfb,NR95AY
6a3911db-58c0-422d-bc0b-7ca0b190ed02,bd6e72f9-37f3-47c5-96ec-e6a6f463132a,NG208BS
d46034f2-b1f0-4bbe-9c96-f7e73031b3aa,07b2aafe-cb44-44a5-add9-29eb579f8a73,BT744BB
eabd8482-408a-4cc7-b8d6-9ec49983c569,bd6e72f9-37f3-47c5-96ec-e6a6f463132a,WA95EL
9245d3e8-0fa7-4ff6-af59-3e14c1099ad0,59b99769-cc23-4065-9b8a-a1e6d446d282,PO107QR
d27f4927-59d7-47d5-9f5c-c2e3ac9c1eb9,01b4acb5-528f-4da9-a58f-eb71eb04e386,TN12ED
d53a8f31-24c7-4348-8bd9-9f2a490c99f5,b25928b4-8cc7-41ce-bc10-b489c3b73b30,IG104NX
f0cf1df0-9b06-4cbc-94f8-b7632d57d51e,ed16f2db-cd29-4944-8357-f029bda1938b,HX14JW
ef0621e3-9602-4fb9-9a5f-5e56f369d618,2c641569-c1a2-4b5b-b17a-f786c1c1672c,MK402PU
183412a9-aff5-494a-b2e9-8a9c3ad7bcc1,63ce92a1-c01a-4cad-8036-63f42c353715,LU32BB
8a7e3c00-0d2f-4e88-b25b-fbbf249b1f6c,fd5b4db0-7e3d-4065-854f-c311c19f6eab,SO239LN
5ba0d45f-3d6b-4790-bbd2-0d0309d42178,144c3c08-3ada-4913-8520-5b60d545e60a,S605QS
cb69b523-e8b1-49c8-a1a2-1070d8acb17a,ca4daf40-c6eb-4ec3-be6e-0f108942dc64,NR330LQ
f89c6a2c-a6f8-41b1-8877-aa93e2cd0661,43ae1eca-1304-4f6d-bc01-e7583212644c,LU63SD
cb695666-2846-4e05-99cd-8cb20584d359,ca4daf40-c6eb-4ec3-be6e-0f108942dc64,PE389PA
742d326c-bf72-4f88-9961-e6cddf38f570,e3805d41-51d0-4277-8375-f3c1b8899b43,ML55NJ
9f72c93d-7047-4cbc-88b0-7d3c07ff1ba2,14c6aee9-5edb-46d3-a370-5ea7e15351eb,YO268BT
4478fac0-3342-4d4e-8d7f-93d8633d966e,b69d7b9d-998e-4be2-a7d9-3c2809b8363b,LS227DS
d2e933a5-75b8-4bb6-92fc-51790bd51eca,1ce12b55-7819-4339-a0a0-a227cc831cab,NN155PA
3b27867a-7f5f-437b-8b04-173f1b84079f,1f880809-2d39-419d-9205-9d0830a71a3e,BD38DR
6b40a920-c975-4afd-be52-0bee45f00ef1,2feff59d-ca15-49a0-9100-165cded25a37,SG49AL
93f89ade-a281-4984-8def-9e922cf3725f,e2b2cac7-5edd-428a-b892-8f510c6a43b6,KT27EQ
72a9c568-f320-42ef-b541-8e3d08804c91,ac5d475e-0f23-4ea7-87ae-a67bbbc4e8fd,EH467BD
c9c82d64-cb73-44db-a5d4-db423fe34a14,4cc2c167-98fa-439b-a276-a4dc4ee81fd4,YO318TA
695c9363-3f2c-4fc0-bcd3-83e14bb5bfc9,f56db364-2814-43b2-b049-62edcbd20912,PO77TY
02d5665c-fdd7-4c41-bfac-96502c0e07e5,6f657107-1693-47b3-8309-9e17fa6461af,WR102LA
037aeded-bd82-4b6f-91d6-1bdd625b5676,4cc2c167-98fa-439b-a276-a4dc4ee81fd4,RH41SY
2310c478-c9c1-4c00-8943-794ea69fe5e1,8e51bb0d-d212-47e1-8b8b-eb8891380bff,CT88JJ
fe0abe2c-b64e-4f45-8000-75219beaf5cf,bb688cfe-0111-43e0-9180-d1a47e1d60b8,IP110SY
003fc55e-b9af-4b28-a0bb-65acd92370f2,a3fbd3a7-481e-460d-80d3-58f1d010620e,M202YW
9eb3e14b-0e92-46e9-a6fc-ad818214a433,9b939a1e-0462-47c4-8f2f-89f396e12e58,DN26BL
84fdd714-efae-4a60-8c9c-ec006c14d298,2288b9c1-16ef-402d-8395-f2c1f62b15f3,DL159SY
258a9319-87e4-44f4-b954-09c2ec695738,a3fbd3a7-481e-460d-80d3-58f1d010620e,ST52RS
73e3afec-a2de-4916-a1a3-0d723ae5ed34,bd6e72f9-37f3-47c5-96ec-e6a6f463132a,SR33DJ
0307c01b-70db-48aa-824f-7823c464d8f9,18c6698a-b3f4-4aa6-96e9-f5a08015e275,WD61EP
