LocationId,OrganisationID,LocationPostCode_clean
a28efeba-74d0-4b0c-9fb7-830b71c6e784,c63407c7-798b-45ab-9a82-b5091c393494,UB12AY
a22334ec-299e-4fbf-bdad-a26f6920c576,8db74354-6b1c-4c0a-a169-6ed19ab24eea,BL67AW
bea2cfaa-e4ea-4045-a36c-1251cabee132,01b4acb5-528f-4da9-a58f-eb71eb04e386,SS26FQ
47f494c7-b9cf-4ff6-b557-ddcd36178026,419a562e-a61b-4a1c-b8d3-332e59e23e18,ST65JQ
3e48acbe-7a85-47da-b2eb-5b062a9b1756,ed16f2db-cd29-4944-8357-f029bda1938b,RM107UU
ec9f892d-ca94-47fb-8e48-dd5e8619b1d8,ca7900ac-09e6-452d-a21c-ad99361e1912,CV214BW
28d2ef52-b8d8-4e15-979e-0c1fa7d93927,c92c166d-e4b1-4a38-8db1-9709bbd7a050,EN40HJ
9d8ce08e-46e3-4950-a2ba-90dacefe148d,ced97eaf-a49d-4929-b593-97ee4ae82783,EC1M6AN
f7b70059-0f78-40ac-a53a-ce167eb05817,351e396c-7981-429f-81fa-c70ef97f9fc4,ST34EA
5fc1b5bb-8f19-4595-9456-e950c755778d,b00ab4bb-c647-4e96-b8ba-a3a9fd666e8d,NR171AA
3cf4cf92-c1ce-486b-a368-259eaeb5e65a,d77edc54-3b9f-47de-8d5a-7f28224a1b53,HA89QH
cfa53b9c-a147-43d3-84fe-ab2ba73bac61,4443bf3b-c6a1-4953-91d6-e607a63a2c69,TA219NS
91b98003-d596-45ed-9920-754810175484,fc5b08c6-710b-4c1b-b560-c4fa612181f4,DE159TG
76240b72-0348-4878-98de-c4083a2711c3,ed16f2db-cd29-4944-8357-f029bda1938b,NW80HJ
f51a628b-0b95-4566-b6ec-15dfe4b3775a,93b513d8-5135-4d59-8ff0-547845d06e53,EX41TA
5a272394-29da-44b7-bc38-67f66049469c,58920196-a0dd-4a60-aece-ae4083bc74f8,SO518GZ
bbad5dfd-4186-484b-94ff-eb1d0ad5dd9d,f63863e6-e15a-4d7c-bd2e-c05369d5bac7,PR36HJ
bc44e7d1-56c9-476a-80b7-489db2b669f1,e2b2cac7-5edd-428a-b892-8f510c6a43b6,SW196AB
c5ede4e3-23b0-466d-965b-2829d1763b73,c9e422f5-24f0-4da7-bed1-d0fc7d3d56b6,CV327RH
