LocationId,OrganisationID,LocationPostCode_clean
7ee23756-371e-4964-9bc6-9866dd1d8aaa,0b8c6ee5-a391-48ed-a368-0f335ea2d325,BN175HE
31cff62f-77ed-4f23-952c-0cccfdb6fc65,3c899f6d-776b-492d-b32e-083d044100b1,PO381BT
f1d0bffc-7199-458f-b2f8-867a516b7e74,ca7900ac-09e6-452d-a21c-ad99361e1912,DY76PP
12624ea8-8ffc-415b-b0ff-9bc217fe8e13,aa532354-1e4d-40d5-b493-3bc939b58cfa,DY138AP
069acf3e-d1f7-42d8-af77-1597b09f83a6,ca60261c-7e21-4e4a-a414-466dad37bb88,G830TD
42f49fb4-9a71-4aa8-a85c-1e617352e853,4525390c-c86e-4fce-804d-f46431fea365,CT215UQ
b861fc48-94e3-4a53-8f04-d9d7e1d6348a,395c0011-02d5-4d77-9c62-a770f2e0ceee,PL34DN
33d3ee13-94b1-457e-9d35-3015997f50aa,174f8be8-948d-4910-aab9-2a06c1d14800,PO92RG
7abfc301-fed2-4c98-b62a-51e1355cc081,ac5d475e-0f23-4ea7-87ae-a67bbbc4e8fd,DG54HE
bd5685fc-9de7-4a8b-bc6e-997f91f39711,65666a5a-c97a-4f8e-aac7-5a6d2535efce,CF329LY
554887be-a28c-40d9-903a-71144715ce7b,0996ab45-308c-4a24-baae-79ee97c7daee,HR40DZ
5c8a6b89-9286-4950-b4b6-c612a802c799,ac5d475e-0f23-4ea7-87ae-a67bbbc4e8fd,DN370RX
cd423115-d897-4132-9cdd-392dac7d34e8,0056a972-0090-43c6-ab83-3c76113bf55d,S23AY
dbf4b959-e067-4d61-a735-ad915eee9019,9e2f3e1c-412c-4056-ab4b-1d9a0412afaa,PL35JF
40c71e89-5c9f-4221-ac41-d838c5d92312,c94e6850-c754-473e-985a-29169d71b602,RH123NH
6357c8e6-51c8-40fe-a20d-7b12ba386bb8,1b7c1957-351c-4fed-90f5-97ce1193bec6,NG58FB
54ba6e58-fdf4-4229-97c0-0fb57625a6df,220792aa-62b3-4053-a8e2-862a18be2450,EX46NG
a2f3396a-f23d-4574-ab21-8372d3693191,a97c8f2b-4ba3-4b18-b77b-dce09488ed4e,YO259PE
8bc2d10c-f7d5-435d-843f-0cff29573804,ca7900ac-09e6-452d-a21c-ad99361e1912,B458LL
734c12e7-8a5d-4e94-bee9-03a277124b06,13312255-456f-4c3e-9f17-9ebf592cb373,TN48SJ
afdada0a-0f82-442f-9db9-b2a0c5a7264e,a97c8f2b-4ba3-4b18-b77b-dce09488ed4e,YO126EY
226df0ec-aff4-4e42-aed9-4f36bd139f27,07b2aafe-cb44-44a5-add9-29eb579f8a73,CM81AX
b7fb9b65-9807-4fd0-a394-89b1568b0268,9955fbee-4168-4a1c-b4a6-dd9aeae04a85,UB79GL
c143335e-1bb0-40d1-901d-5bff1119464a,ca7900ac-09e6-452d-a21c-ad99361e1912,DY90QS
df9d6751-201d-452d-bda0-d18894e0fef0,2feff59d-ca15-49a0-9100-165cded25a37,AL14DD
bd31c03e-74c1-4a01-a75f-4d08b4ae2f7e,c4126242-37be-4175-8733-3c9c2f9432bb,BA114HR
280a67d7-b620-4a4e-a0ec-ebea33ecdee0,6405766d-07b7-4671-aac4-cd375707cbed,DN208HS
af692eef-019f-4c07-8494-6120fc9400d1,6c6973a8-2673-4dcf-8c63-df25fc45cebb,EX135EB
156ed6aa-180a-4162-b636-0c31250d8797,690e5bc0-d480-4072-9f33-762261f28b5a,BL14NE
83569678-3892-4dee-bcbd-c419c4d0935c,351e396c-7981-429f-81fa-c70ef97f9fc4,LL199ND
1221e558-077c-4332-8bb6-c649f09238fd,16ac419e-601d-4dfe-b20f-02f41bc1a703,G537TG
11dabe08-e267-42d0-a7a3-124fc297633c,08faa230-0f44-498a-aa0a-b9cc3fa5733c,TQ13QT
d5be7871-5ba0-492f-9686-384896d9c07c,c642d9c5-030a-4a71-bb08-874958682073,HR74ES
8e7214fd-8812-4fe9-8fac-0ee9022cefc3,16e18730-7e27-4dc3-bf1b-cf2437f1e8e1,TQ121DE
bc517bf4-e8ee-4a07-887e-6897f678599f,7162ff50-b7bf-4819-9065-0d1cf02a03c0,SY161HL
5fbe778d-ad7a-493f-9524-e2d27df1f6c3,ac62dd7c-eb46-4922-84cd-2f4b1d231280,SK76HP
f83e57e1-ea73-42e6-b9ae-c0b9fb39e4ec,03b64589-2ccd-4dbd-92fc-7e2fb25530cb,HR11TH
38e36b78-06eb-4191-957f-c28b6357f153,f63863e6-e15a-4d7c-bd2e-c05369d5bac7,FY51PB
283e3d22-65d1-4953-b69a-70e04009ba60,75b89daf-67b0-4d26-8af6-1fcea09696c2,LE72AS
00ca5785-8356-41d6-8010-16a4d1908c2a,2feff59d-ca15-49a0-9100-165cded25a37,HP219NJ
67625c3b-4b7d-4613-b91f-36573fbe7753,9e928578-9ff8-4920-9149-72d58ff76d40,BS79NN
0c2620a1-0754-41a4-a71b-3e56b21fa081,7c68afee-9f31-473d-a11f-604d118a21e4,CV212EX
90691882-b381-4cf7-a884-20ca06e281f1,2e4e3833-4ef2-4618-a439-b08cb3f85c85,PR82AT
bcac1b3e-5b71-40ca-88dc-e2d2744b725d,a9d6c8ca-4803-4868-9f10-1aef05c0ae4d,ME171AD
dd8581b6-9b98-45b8-9577-6f8213a8914e,4f7dfea2-a602-41c7-92d4-42f5cadc2e39,TQ121PY
84f12c53-46d7-40df-ae61-28401febc8a1,13df52eb-c61d-48c9-968f-b99845c11fe5,AB561EP
193069b2-9e41-48fe-a9e5-b82c11b31b16,318eddb1-dcf8-4a7f-b6e9-781100f3dd96,TS178QN
96b9a597-8873-442c-a3bd-daca82d63085,bb04e459-bddf-49de-8eb8-2c2af5594a5e,EX215UH
dffcdd58-1e5b-494b-8df4-4662c06f0aed,07b2aafe-cb44-44a5-add9-29eb579f8a73,CO91JW
